[19:28:30,527] [INFO] ServerMain.main --> 服务器启动成功!
	at java.lang.Class.getField(Class.java:1703)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:59)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[13:35:03,365] [ERROR] CmdHandlerFactory.init --> classes
java.lang.NoSuchFieldException: classes
	at java.lang.Class.getField(Class.java:1703)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:59)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[13:35:03,370] [ERROR] CmdHandlerFactory.init --> classes
java.lang.NoSuchFieldException: classes
	at java.lang.Class.getField(Class.java:1703)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:59)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[13:35:03,374] [ERROR] CmdHandlerFactory.init --> classes
java.lang.NoSuchFieldException: classes
	at java.lang.Class.getField(Class.java:1703)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:59)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[13:35:03,377] [ERROR] CmdHandlerFactory.init --> classes
java.lang.NoSuchFieldException: classes
	at java.lang.Class.getField(Class.java:1703)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:59)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[13:35:03,381] [ERROR] CmdHandlerFactory.init --> classes
java.lang.NoSuchFieldException: classes
	at java.lang.Class.getField(Class.java:1703)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:59)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[13:35:03,396] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserDieResult <==> 12
[13:35:03,397] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserSubtractHpResult <==> 11
[13:35:03,398] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserAttkResult <==> 10
[13:35:03,401] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserAttkCmd <==> 9
[13:35:03,401] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserStopResult <==> 8
[13:35:03,401] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserStopCmd <==> 7
[13:35:03,402] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserQuitResult <==> 6
[13:35:03,403] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserMoveToResult <==> 5
[13:35:03,403] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserMoveToCmd <==> 4
[13:35:03,404] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$WhoElseIsHereResult <==> 3
[13:35:03,405] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$WhoElseIsHereCmd <==> 2
[13:35:03,408] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserEntryResult <==> 1
[13:35:03,408] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserEntryCmd <==> 0
[13:35:29,536] [INFO] ServerMain.main --> 服务器启动成功!
[13:35:52,031] [ERROR] CmdHandlerFactory.init --> classes
java.lang.NoSuchFieldException: classes
	at java.lang.Class.getField(Class.java:1703)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:59)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[13:35:52,042] [ERROR] CmdHandlerFactory.init --> classes
java.lang.NoSuchFieldException: classes
	at java.lang.Class.getField(Class.java:1703)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:59)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[13:35:52,046] [ERROR] CmdHandlerFactory.init --> classes
java.lang.NoSuchFieldException: classes
	at java.lang.Class.getField(Class.java:1703)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:59)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[13:35:52,049] [ERROR] CmdHandlerFactory.init --> classes
java.lang.NoSuchFieldException: classes
	at java.lang.Class.getField(Class.java:1703)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:59)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[13:35:52,053] [ERROR] CmdHandlerFactory.init --> classes
java.lang.NoSuchFieldException: classes
	at java.lang.Class.getField(Class.java:1703)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:59)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[13:35:52,057] [ERROR] CmdHandlerFactory.init --> classes
java.lang.NoSuchFieldException: classes
	at java.lang.Class.getField(Class.java:1703)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:59)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[13:35:52,064] [ERROR] CmdHandlerFactory.init --> classes
java.lang.NoSuchFieldException: classes
	at java.lang.Class.getField(Class.java:1703)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:59)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[13:35:52,070] [ERROR] CmdHandlerFactory.init --> classes
java.lang.NoSuchFieldException: classes
	at java.lang.Class.getField(Class.java:1703)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:59)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[13:35:52,074] [ERROR] CmdHandlerFactory.init --> classes
java.lang.NoSuchFieldException: classes
	at java.lang.Class.getField(Class.java:1703)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:59)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[13:35:52,080] [ERROR] CmdHandlerFactory.init --> classes
java.lang.NoSuchFieldException: classes
	at java.lang.Class.getField(Class.java:1703)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:59)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[13:35:52,086] [ERROR] CmdHandlerFactory.init --> classes
java.lang.NoSuchFieldException: classes
	at java.lang.Class.getField(Class.java:1703)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:59)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[13:35:52,088] [ERROR] CmdHandlerFactory.init --> classes
java.lang.NoSuchFieldException: classes
	at java.lang.Class.getField(Class.java:1703)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:59)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[13:35:52,092] [ERROR] CmdHandlerFactory.init --> classes
java.lang.NoSuchFieldException: classes
	at java.lang.Class.getField(Class.java:1703)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:59)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[13:35:52,100] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserDieResult <==> 12
[13:35:52,101] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserSubtractHpResult <==> 11
[13:35:52,102] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserAttkResult <==> 10
[13:35:52,104] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserAttkCmd <==> 9
[13:35:52,105] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserStopResult <==> 8
[13:35:52,105] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserStopCmd <==> 7
[13:35:52,105] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserQuitResult <==> 6
[13:35:52,106] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserMoveToResult <==> 5
[13:35:52,106] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserMoveToCmd <==> 4
[13:35:52,107] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$WhoElseIsHereResult <==> 3
[13:35:52,108] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$WhoElseIsHereCmd <==> 2
[13:35:52,108] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserEntryResult <==> 1
[13:35:52,109] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserEntryCmd <==> 0
[13:35:53,723] [INFO] ServerMain.main --> 服务器启动成功!
[14:38:03,810] [ERROR] CmdHandlerFactory.init --> classes
java.lang.NoSuchFieldException: classes
	at java.lang.Class.getDeclaredField(Class.java:2070)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:59)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[14:38:03,823] [ERROR] CmdHandlerFactory.init --> classes
java.lang.NoSuchFieldException: classes
	at java.lang.Class.getDeclaredField(Class.java:2070)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:59)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[14:38:03,828] [ERROR] CmdHandlerFactory.init --> classes
java.lang.NoSuchFieldException: classes
	at java.lang.Class.getDeclaredField(Class.java:2070)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:59)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[14:38:03,834] [ERROR] CmdHandlerFactory.init --> classes
java.lang.NoSuchFieldException: classes
	at java.lang.Class.getDeclaredField(Class.java:2070)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:59)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[14:38:03,839] [ERROR] CmdHandlerFactory.init --> classes
java.lang.NoSuchFieldException: classes
	at java.lang.Class.getDeclaredField(Class.java:2070)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:59)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[14:38:03,844] [ERROR] CmdHandlerFactory.init --> classes
java.lang.NoSuchFieldException: classes
	at java.lang.Class.getDeclaredField(Class.java:2070)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:59)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[14:38:03,853] [ERROR] CmdHandlerFactory.init --> classes
java.lang.NoSuchFieldException: classes
	at java.lang.Class.getDeclaredField(Class.java:2070)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:59)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[14:38:03,858] [ERROR] CmdHandlerFactory.init --> classes
java.lang.NoSuchFieldException: classes
	at java.lang.Class.getDeclaredField(Class.java:2070)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:59)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[14:38:03,863] [ERROR] CmdHandlerFactory.init --> classes
java.lang.NoSuchFieldException: classes
	at java.lang.Class.getDeclaredField(Class.java:2070)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:59)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[14:38:03,873] [ERROR] CmdHandlerFactory.init --> classes
java.lang.NoSuchFieldException: classes
	at java.lang.Class.getDeclaredField(Class.java:2070)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:59)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[14:38:03,879] [ERROR] CmdHandlerFactory.init --> classes
java.lang.NoSuchFieldException: classes
	at java.lang.Class.getDeclaredField(Class.java:2070)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:59)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[14:38:03,884] [ERROR] CmdHandlerFactory.init --> classes
java.lang.NoSuchFieldException: classes
	at java.lang.Class.getDeclaredField(Class.java:2070)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:59)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[14:38:03,889] [ERROR] CmdHandlerFactory.init --> classes
java.lang.NoSuchFieldException: classes
	at java.lang.Class.getDeclaredField(Class.java:2070)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:59)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[14:38:03,908] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserDieResult <==> 12
[14:38:03,908] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserSubtractHpResult <==> 11
[14:38:03,909] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserAttkResult <==> 10
[14:38:03,912] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserAttkCmd <==> 9
[14:38:03,912] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserStopResult <==> 8
[14:38:03,913] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserStopCmd <==> 7
[14:38:03,915] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserQuitResult <==> 6
[14:38:03,916] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserMoveToResult <==> 5
[14:38:03,917] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserMoveToCmd <==> 4
[14:38:03,917] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$WhoElseIsHereResult <==> 3
[14:38:03,918] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$WhoElseIsHereCmd <==> 2
[14:38:03,919] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserEntryResult <==> 1
[14:38:03,920] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserEntryCmd <==> 0
[14:38:05,473] [INFO] ServerMain.main --> 服务器启动成功!
[14:42:07,667] [ERROR] CmdHandlerFactory.init --> classes
java.lang.NoSuchFieldException: classes
	at java.lang.Class.getDeclaredField(Class.java:2070)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:60)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[14:42:07,678] [ERROR] CmdHandlerFactory.init --> classes
java.lang.NoSuchFieldException: classes
	at java.lang.Class.getDeclaredField(Class.java:2070)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:60)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[14:42:07,683] [ERROR] CmdHandlerFactory.init --> classes
java.lang.NoSuchFieldException: classes
	at java.lang.Class.getDeclaredField(Class.java:2070)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:60)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[14:42:07,687] [ERROR] CmdHandlerFactory.init --> classes
java.lang.NoSuchFieldException: classes
	at java.lang.Class.getDeclaredField(Class.java:2070)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:60)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[14:42:07,691] [ERROR] CmdHandlerFactory.init --> classes
java.lang.NoSuchFieldException: classes
	at java.lang.Class.getDeclaredField(Class.java:2070)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:60)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[14:42:07,695] [ERROR] CmdHandlerFactory.init --> classes
java.lang.NoSuchFieldException: classes
	at java.lang.Class.getDeclaredField(Class.java:2070)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:60)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[14:42:07,702] [ERROR] CmdHandlerFactory.init --> classes
java.lang.NoSuchFieldException: classes
	at java.lang.Class.getDeclaredField(Class.java:2070)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:60)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[14:42:07,709] [ERROR] CmdHandlerFactory.init --> classes
java.lang.NoSuchFieldException: classes
	at java.lang.Class.getDeclaredField(Class.java:2070)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:60)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[14:42:07,713] [ERROR] CmdHandlerFactory.init --> classes
java.lang.NoSuchFieldException: classes
	at java.lang.Class.getDeclaredField(Class.java:2070)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:60)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[14:42:07,719] [ERROR] CmdHandlerFactory.init --> classes
java.lang.NoSuchFieldException: classes
	at java.lang.Class.getDeclaredField(Class.java:2070)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:60)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[14:42:07,723] [ERROR] CmdHandlerFactory.init --> classes
java.lang.NoSuchFieldException: classes
	at java.lang.Class.getDeclaredField(Class.java:2070)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:60)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[14:42:07,726] [ERROR] CmdHandlerFactory.init --> classes
java.lang.NoSuchFieldException: classes
	at java.lang.Class.getDeclaredField(Class.java:2070)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:60)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[14:42:07,729] [ERROR] CmdHandlerFactory.init --> classes
java.lang.NoSuchFieldException: classes
	at java.lang.Class.getDeclaredField(Class.java:2070)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:60)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[14:42:07,736] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserDieResult <==> 12
[14:42:07,738] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserSubtractHpResult <==> 11
[14:42:07,739] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserAttkResult <==> 10
[14:42:07,741] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserAttkCmd <==> 9
[14:42:07,742] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserStopResult <==> 8
[14:42:07,743] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserStopCmd <==> 7
[14:42:07,743] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserQuitResult <==> 6
[14:42:07,744] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserMoveToResult <==> 5
[14:42:07,744] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserMoveToCmd <==> 4
[14:42:07,745] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$WhoElseIsHereResult <==> 3
[14:42:07,745] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$WhoElseIsHereCmd <==> 2
[14:42:07,746] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserEntryResult <==> 1
[14:42:07,746] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserEntryCmd <==> 0
[14:45:19,122] [ERROR] CmdHandlerFactory.init --> classes
java.lang.NoSuchFieldException: classes
	at java.lang.Class.getDeclaredField(Class.java:2070)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:61)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[14:45:19,133] [ERROR] CmdHandlerFactory.init --> classes
java.lang.NoSuchFieldException: classes
	at java.lang.Class.getDeclaredField(Class.java:2070)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:61)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[14:45:19,137] [ERROR] CmdHandlerFactory.init --> classes
java.lang.NoSuchFieldException: classes
	at java.lang.Class.getDeclaredField(Class.java:2070)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:61)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[14:45:19,140] [ERROR] CmdHandlerFactory.init --> classes
java.lang.NoSuchFieldException: classes
	at java.lang.Class.getDeclaredField(Class.java:2070)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:61)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[14:45:19,145] [ERROR] CmdHandlerFactory.init --> classes
java.lang.NoSuchFieldException: classes
	at java.lang.Class.getDeclaredField(Class.java:2070)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:61)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[14:45:19,149] [ERROR] CmdHandlerFactory.init --> classes
java.lang.NoSuchFieldException: classes
	at java.lang.Class.getDeclaredField(Class.java:2070)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:61)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[14:45:19,154] [ERROR] CmdHandlerFactory.init --> classes
java.lang.NoSuchFieldException: classes
	at java.lang.Class.getDeclaredField(Class.java:2070)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:61)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[14:45:19,160] [ERROR] CmdHandlerFactory.init --> classes
java.lang.NoSuchFieldException: classes
	at java.lang.Class.getDeclaredField(Class.java:2070)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:61)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[14:45:19,163] [ERROR] CmdHandlerFactory.init --> classes
java.lang.NoSuchFieldException: classes
	at java.lang.Class.getDeclaredField(Class.java:2070)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:61)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[14:45:19,169] [ERROR] CmdHandlerFactory.init --> classes
java.lang.NoSuchFieldException: classes
	at java.lang.Class.getDeclaredField(Class.java:2070)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:61)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[14:45:19,172] [ERROR] CmdHandlerFactory.init --> classes
java.lang.NoSuchFieldException: classes
	at java.lang.Class.getDeclaredField(Class.java:2070)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:61)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[14:45:19,175] [ERROR] CmdHandlerFactory.init --> classes
java.lang.NoSuchFieldException: classes
	at java.lang.Class.getDeclaredField(Class.java:2070)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:61)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[14:45:19,179] [ERROR] CmdHandlerFactory.init --> classes
java.lang.NoSuchFieldException: classes
	at java.lang.Class.getDeclaredField(Class.java:2070)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:61)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[14:45:19,185] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserDieResult <==> 12
[14:45:19,185] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserSubtractHpResult <==> 11
[14:45:19,186] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserAttkResult <==> 10
[14:45:19,188] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserAttkCmd <==> 9
[14:45:19,189] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserStopResult <==> 8
[14:45:19,189] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserStopCmd <==> 7
[14:45:19,190] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserQuitResult <==> 6
[14:45:19,190] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserMoveToResult <==> 5
[14:45:19,193] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserMoveToCmd <==> 4
[14:45:19,194] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$WhoElseIsHereResult <==> 3
[14:45:19,194] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$WhoElseIsHereCmd <==> 2
[14:45:19,195] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserEntryResult <==> 1
[14:45:19,195] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserEntryCmd <==> 0
[14:48:44,511] [INFO] CmdHandlerFactory.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserDieResult <==> 12
[14:48:44,520] [INFO] CmdHandlerFactory.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserSubtractHpResult <==> 11
[14:48:44,526] [INFO] CmdHandlerFactory.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserAttkResult <==> 10
[14:48:44,530] [INFO] CmdHandlerFactory.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserAttkCmd <==> 9
[14:48:44,535] [INFO] CmdHandlerFactory.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserStopResult <==> 8
[14:48:44,539] [INFO] CmdHandlerFactory.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserStopCmd <==> 7
[14:48:44,545] [INFO] CmdHandlerFactory.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserQuitResult <==> 6
[14:48:44,548] [INFO] CmdHandlerFactory.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserMoveToResult <==> 5
